id,name,identity,intelligence,strength,speed,durability,power,combat,creator,universe,full_name,place_of_birth,first_appearance,alignment,height,weight,eye_color,hair_color
Kenma Kozume,Kenma Kozume,,Low,0,0,0,0,0,Shueisha,Haikyu!! - Haikyuu!!,,,,Good,170.0,58.3,Brown,Blond
Kennedy,Kennedy,,Average,25,25,60,30,90,Dark Horse Comics,Buffy - Buffy the Vampire Slayer,,"California, 1984",,Good,,,Brown,Brown
Kennen,Kennen,Kennen,Good,5,25,15,60,95,Riot Games,LoL - League of Legends,,Bandle City,,Good,,,Blue,
Kenny,Kenny,Kenny Ackerman,Good,5,8,10,15,75,,AOT - Attack on Titan,,,,Neutral,,,,
Kenpachi Zaraki,Kenpachi Zaraki,Kenpachi Zaraki,Good,100,100,75,85,95,Shueisha,Bleach - Bleach,Kenpachi Zaraki,,,Good,202.0,90.0,Green,Black
Kensei Muguruma,Kensei Muguruma,Kensei Muguruma,Good,90,80,55,75,90,Shueisha,Bleach - Bleach,,,,Good,179.0,75.0,Brown,Grey
Kenshi,Kenshi,Kenshi Takahashi,Average,25,25,20,40,100,Warner Brothers,MKNT - Mortal Kombat New Timeline,,,,,,,,
Kenshi-1,Kenshi,Kenshi Takahashi,Good,30,25,15,40,100,Mortal Kombat,MK - Mortal Kombat,,,,Good,,,No eyes,Black
Kenshin Himura,Kenshin Himura,,Good,10,25,15,20,95,Shueisha,RKFS - Rurouni Kenshin Film Series,,,,Good,170.2,,Black,Brown
Kenshiro,Kenshiro,Kenshiro,Good,55,30,35,45,100,Shueisha,FOTNS - Fist of The North Star (1995 Movie),,,,,,,,
Kenshiro-1,Kenshiro,Kenshiro,High,85,85,50,75,100,Shueisha,Fist Of The North Star - FOTNS,Kenshiro,"Taiseiden, Shura",,Good,185.4,99.8,Brown,Brown / Black
Kenshiro (Musou Tensei),Kenshiro (Musou Tensei),Kenshiro,High,90,85,85,80,100,Shueisha,Fist Of The North Star - FOTNS,,,,,,,,
Kensuke Handa,Kensuke Handa,,Good,1,1,20,30,50,Shueisha,Cv - Cardfight!! Vanguard,,,,Bad,,,Brown,Grey
Kento Nanami,Kento Nanami,Kento Nanami,Good,25,25,25,40,80,Shueisha,JJK - Jujutsu Kaisen,,,,,184.0,,Black,Blond
Kerillian,Kerillian,,Good,25,50,30,90,100,Games Workshop,WF - Warhammer: Age of Sigmar,,,,,,,,
Keroro,Keroro,,Average,25,25,50,50,50,Shueisha,Keroro - keroro universe,,,,Good,,,Black,No Hair
Kershner,Kershner,,Good,30,25,15,35,90,Netflix,Sirius The Jaeger - Sirius the Jaeger,,,,Bad,,,Red,Blond
Kes,Kes,Kes,Good,1,1,10,60,10,Gene Roddenberry,Star Trek - Star Trek,,Ocampa,,,,,,
Ketsu Onyo,Ketsu Onyo,,Average,1,20,18,25,55,George Lucas,Star Wars - Star Wars Universe,,Shukut,,Neutral,177.8,55.79,Purple,Black
Kettle,Kettle,,Average,30,30,45,60,90,Shueisha,DB - Dragon Ball Verse,,,,,,,Yellow,
Kevin,Kevin,Kevin Keller,Average,5,5,5,5,50,,Archieverse,,,,,,,,
Kevin 11,Kevin 11,Kevin Ethan Levin,Good,55,25,100,100,90,Cartoon Network,Ben 10 - Ben 10,Kevin Ethan Levin,,,Neutral,,,,Black
Kevin 11 (Omniverse Mutation),Kevin 11 (Omniverse Mutation),Kevin Ethan Levin,High,100,100,100,100,80,Cartoon Network,Ben 10 - Ben 10,,,,Neutral,,,Red,Black
Kevin 11 (Original Mutation),Kevin 11 (Original Mutation),Kevin Ethan Levin,High,100,70,80,100,60,Cartoon Network,Ben 10 - Ben 10,,,,Bad,,,,
Kevin 11 (Reboot),Kevin 11 (Reboot),Kevin Ethan Levin,High,95,95,100,100,80,Cartoon Network,Ben 10 - Ben 10,,,,Neutral,,,Brown,Black
"Kevin 11,000","Kevin 11,000",Kevin Ethan Levin,Good,100,100,100,100,90,Cartoon Network,Ben 10 - Ben 10,,,,Bad,193.0,106.0,Black,Black
Kevin Kaslana,Kevin Kaslana,Kevin Kaslana,High,100,100,85,100,95,,HI3 - Honkai Impact 3rd,,,,,,,,
Kevin McCallister,Kevin McCallister,Kevin McCallister,Good,1,1,5,5,1,,,,,,Good,,,Blue,Blond
Kevin Wendell Crumb,Kevin Wendell Crumb,,Good,25,7,15,15,55,Universal Studios,"Unbreakable - Unbreakable, Split, Glass",,,,Bad,,,,
Kewne,Kewne,,Moderate,1,1,10,30,25,Konami,Azure Dreams - Azure Dream Universe,,,,Good,,,,
Key,Key,,Low,0,0,0,0,0,DC Comics,Pre-Crisis - Pre Crisis on Infinite Earths,,,1965,Bad,6.0,89.36,Red,White
Keyser Söze,Keyser Söze,,Good,1,1,6,0,30,,,,,1995,,178.0,72.0,Brown,Brown / Black
KGBeast,KGBeast,Anatoli Knyazev,Average,25,17,15,20,70,DC Comics,New Earth - Post-Crisis,,Russia,,Bad,190.5,127.0,Brown,Blond
KGBeast-1,KGBeast,Anatoli Knyazev,Good,25,20,20,25,90,DC Comics,Prime Earth - New 52,,,2014,Bad,190.0,105.0,Brown,Brown
KGBeast-2,KGBeast,,Average,8,6,10,10,80,DC Comics,HQAU - Harley Quinn Animated Series,,,,Bad,,,,
Kha'Zix,Kha'Zix,Kha'Zix,Average,25,20,20,55,75,Riot Games,LoL - League of Legends,,The Void,,Bad,,,,Orange
Khal Drogo,Khal Drogo,,Average,6,6,10,5,65,George R. R. Martin,GOT - Game of Thrones,,,,Neutral,,,,
Khal'kru,Khal'kru,Khal'kru,High,100,100,100,100,100,H.P. Lovecraft,,,,,,,,,
Khalid Nassour,Khalid Nassour,,Good,1,5,15,65,30,DC Comics,Young Justice - Young Justice (2010- TV Series),,,,Good,,,Brown,Black
Khamûl The Easterling,Khamûl The Easterling,,Good,30,25,35,60,80,J. R. R. Tolkien,,,,,,,,,
Khameleon,Khameleon,,Average,15,10,15,60,90,Mortal Kombat,MK - Mortal Kombat,,Zaterra,,Good,175.3,60.0,White,No Hair
Khan,Khan,Khan Noonien Singh,Low,0,0,0,0,0,Gene Roddenberry,Star Trek - Star Trek,,,,Bad,182.9,79.4,Brown,Brown
Khan Maykr,Khan Maykr,,Low,0,0,0,0,0,Microsoft,Doomverse - Doom Universe,Unknown,Urdak,,Neutral,,,Yellow (without irises),No Hair
Khanjikhan,Khanjikhan,Khanjikhan,Low,0,0,0,0,0,,,Khanjikhan,Djinnjago,,Neutral,198.1,5.0,Black,Grey
Khanom Mehr,Khanom Mehr,Khanom Mehr,High,100,100,100,100,95,,WOD - World of Darkness,,,,,,,,
Kharn The Betrayer,Kharn The Betrayer,Kharn The Betrayer,Good,100,100,100,100,100,Games Workshop,Warhammer 40K - W40K,,,,Bad,,,,
Khatep,Khatep,,High,30,50,35,100,100,Games Workshop,WF - Warhammer: Age of Sigmar,,,,,,,,
Khione,Khione,,High,25,100,40,100,60,DC Comics,Arrowverse - DC Television Universe,,,,Good,170.2,,Brown,Brown
Khonshu,Khonshu,Chons,High,100,100,100,100,80,Marvel Comics,Earth-616 - Prime Marvel Universe,Chons,,,Good,,,,
Khonshu-1,Khonshu,,High,100,80,80,90,80,Marvel Comics,MCU - Marvel Cinematic Universe,,,,Neutral,,,No eyes,No Hair
Khorne,Khorne,Khorne,High,100,100,100,100,100,Games Workshop,Warhammer 40K - W40K,,Realm Of Chaos,,Bad,,,Red,
Khorne-1,Khorne,Khorne,High,100,100,100,100,100,Games Workshop,WF - Warhammer: Age of Sigmar,,Realm of Chaos,,Bad,,,,
Khvarenah,Khvarenah,,High,100,100,100,100,100,,SB - Shinza Banshou,,,,,,,,
Khyber,Khyber,,Good,35,25,30,35,100,Cartoon Network,,,,,Bad,,,,
Ki-Adi-Mundi,Ki-Adi-Mundi,Ki-Adi-Mundi,Average,10,5,10,50,65,George Lucas,LEGO Star Wars - Lego Star Wars Universe,,,,,,,,
Kiana Kaslana (Herrscher of Flamescion),Kiana Kaslana (Herrscher of Flamescion),Kiana Kaslana,High,100,100,100,100,100,,HI3 - Honkai Impact 3rd,,,,,163.0,49.0,Blue,White
Kiara,Kiara,Kiara,Low,0,0,0,0,0,Disney,,Kiara,Pride Rock,1998,Good,,,Green,Gold
Kiara Sessyoin,Kiara Sessyoin,Kiara Sessyoin,High,100,100,100,100,100,,Nasuverse - Nasu universe,,,,,,,,
Kiba,Kiba,Inuzuka Kiba,Average,13,25,15,40,70,Shueisha,"Naruto - Naruto, shippuden, Boruto",Inuzuka Kiba,Konohagakure,,,172.7,52.6,Black,Brown
Kiba Daio,Kiba Daio,Kiba Daio,Average,85,25,50,75,90,Shueisha,Fist Of The North Star - FOTNS,,,,Bad,,,,
Kichimura Washu,Kichimura Washu,Souta Washu-Furuta,Good,55,50,30,50,70,Shueisha,Tokyo Ghoul - Tokyo Ghoul Verse,,,,Bad,,,,
Kick-Ass,Kick-Ass,David Lizewski,Average,1,7,10,10,75,Image Comics,Kick-Ass - Kick-Ass,Dave Lizewski,New York City,,Good,,,Blue,Blond
Kickin Hawk,Kickin Hawk,,Average,55,50,70,50,100,Cartoon Network,,,,,Good,,,Green,Brown
Kid,Kid,Death The Kid,Average,1,80,35,40,90,Square Enix,Soul Eater - Soul Eater Universe,,,,Good,,,Yellow,Black
Kid Apocalypse,Kid Apocalypse,Evan Sabahnur,Good,100,80,65,95,50,Marvel Comics,,,"The World; Tolmen's Fields, Kansas (illusion)",2011,Good,,,Black,Black
Kid Apocalypse (Celestial Armor),Kid Apocalypse (Celestial Armor),Evan Sabahnur,Average,90,25,50,100,40,Marvel Comics,Earth-616 - Prime Marvel Universe,,The World;,2011,Good,,,Black,Black
Kid Arachnid,Kid Arachnid,Miles Morales,Good,25,25,30,60,60,Marvel Comics,MAU - Marvel Animated Universe,,,,Good,,,,
Kid Buu,Kid Buu,Majin Buu,Moderate,100,100,85,65,60,Shueisha,DB - Dragon Ball Verse,,Universe 7,,Bad,,,Red,No Hair
Kid Cable,Kid Cable,Nathan Summers,Good,25,14,25,65,60,Marvel Comics,Earth-616 - Prime Marvel Universe,,"Xavier's School for Gifted Youngsters, Salem Center, North Salem, Westchester County, New York",2018,Good,,,Blue,Brown
Kid Chameleon,Kid Chameleon,Casey,Good,55,50,100,100,95,Sega,,,,,Good,,,,Brown
Kid Cobra,Kid Cobra,,Average,15,25,20,45,70,Nintendo,AS - Arms,,,,Good,183.0,77.0,,
Kid Danger,Kid Danger,Henry Hart,Average,1,7,30,50,30,Nickelodeon,HD - Henry Danger,Henry Prudence Hart,,,Good,,,Brown,Blond
Kid Dracula,Kid Dracula,,Average,100,100,100,100,50,Konami,Castlevania - Castlevania,,,,,,,,
Kid Eternity,Kid Eternity,Christopher Freeman,Low,0,0,0,0,0,DC Comics,New Earth - Post-Crisis,,,,Good,177.8,74.4,Blue,Black
Kid Flash,Kid Flash,Iris West,Good,25,100,50,90,65,DC Comics,Earth-22 - Kingdom Come,,,1996,Good,170.2,57.0,Green,Red
Kid Flash-1,Kid Flash,Wally West,Good,25,100,20,70,55,DC Comics,Arrowverse - DC Television Universe,,,,Good,157.5,69.9,Black,Black
Kid Flash-2,Kid Flash,Wallace Rudolph West,Good,10,100,40,100,50,DC Comics,New Earth - Post-Crisis,Wallace Rudolph West,"Blue Valley, Nebraska",1960,Good,,,Green,Red
Kid Flash-3,Kid Flash,Wally West,Average,10,100,15,75,25,DC Comics,Teen Titans - Teen Titans (2003-2006 TV Series),,,,Good,,,Blue,Orange
Kid Flash-4,Kid Flash,Wally West,Good,1,25,10,55,50,DC Comics,Young Justice - Young Justice (2010- TV Series),Wally West,,,Good,,,Green,Red
Kid Flash-5,Kid Flash,Bart Allen,Average,5,75,10,65,45,DC Comics,Young Justice - Young Justice (2010- TV Series),,,,Good,,,Green,Brown
Kid Flash-6,Kid Flash,Bart Allen,Good,10,100,50,100,70,DC Comics,New Earth - Post-Crisis,Bartholomew Allen II,,,Good,170.2,65.8,Yellow,Auburn
Kid Flash-7,Kid Flash,Wallace West,Good,20,100,40,95,45,DC Comics,Rebirth - DC Rebirth,,,,,,,,
Kid Gohan,Kid Gohan,Son Gohan,Average,100,65,60,35,75,Shueisha,DB - Dragon Ball Verse,,,,Good,,,Black,Black
Kid Goku,Kid Goku,Kakarot,Moderate,85,55,55,30,100,Shueisha,DB - Dragon Ball Verse,Kakarot,Planet Vegeta,,,,,Black,Black
Kid Invincible,Kid Invincible,Markus Murphy,Average,100,100,55,85,65,Image Comics,Invincible - Invincible,,,,Good,,,Black,Black
Kid Loki,Kid Loki,Loki Laufeyson,Low,0,0,0,0,0,Marvel Comics,Earth-616 - Prime Marvel Universe,,"Paris, France",2010,Neutral,132.0,85.0,Green,Black
Kid Loki-1,Kid Loki,Loki Laufeyson,Good,5,6,20,30,60,Marvel Comics,MCU - Marvel Cinematic Universe,,,,Neutral,,,,Black
Kid Omni-Man,Kid Omni-Man,Oliver Grayson,Low,0,0,0,0,0,Amazon,Amazon Invincible - Amazon Invincible,,Thraxa,,Good,,,Grey,Black
Kid Omni-Man-1,Kid Omni-Man,Oliver Grayson,High,100,100,50,85,70,Image Comics,Invincible - Invincible,,,2005,Good,,,Grey,Black
Kid Thor,Kid Thor,,Average,35,30,40,50,70,Image Comics,Invincible - Invincible,,,,,,,,
Kid Thunder,Kid Thunder,,Average,25,20,15,55,20,Image Comics,G-Manverse - G-man Universe,,,,,,,,
Kid Vegeta,Kid Vegeta,Vegeta IV,Low,0,0,0,0,0,Shueisha,DB - Dragon Ball Verse,Vegeta IV,Planet Vegeta,,Bad,,,Black,Black
Kidomaru,Kidomaru,Kidomaru,Low,0,0,0,0,0,Shueisha,"Naruto - Naruto, shippuden, Boruto",Kidomaru,,,Bad,157.5,56.2,Black,Black
Kidou En,Kidou En,Kidou En,Good,90,60,55,75,75,Kadokawa,OaGP - On a Godless Planet,,,,Neutral,180.0,,,
Kikoru Shinomiya,Kikoru Shinomiya,,Good,25,30,25,50,70,Shueisha,Kaiju No. 8 - Kaiju No. 8,,,,Good,157.0,,Green,Blond
Kikyō,Kikyō,,Good,75,50,40,70,95,Shogakukan,Inuyasha - Inuyasha,,japan,,Good,169.0,54.0,Brown,Black
Kilgrave,Kilgrave,Kevin Thompson,High,1,1,13,70,25,Marvel Comics,MCU - Marvel Cinematic Universe,Kevin Thompson,,,Bad,185.4,73.0,Brown,Brown
Killcannon,Killcannon,,Average,25,20,20,25,40,Image Comics,Invincible - Invincible,,,,,,,,
Killer Bean,Killer Bean,Jack Bean,Good,10,50,20,25,100,,,Jack Bean,,,Neutral,,,Green,No Hair
Killer Bee,Killer Bee,Killer B,Average,75,25,60,70,90,Shueisha,"Naruto - Naruto, shippuden, Boruto",,Kumogakure,,Good,190.5,87.1,,White
Killer Croc,Killer Croc,Waylon Jones,Moderate,25,30,13,35,40,DC Comics,Arkhamverse - Arkham Series,Waylon Jones,Gotham City,2009,Bad,317.5,385.6,Yellow (without irises),No Hair
Killer Croc-1,Killer Croc,Waylon Jones,Average,30,25,25,40,50,DC Comics,New Earth - Post-Crisis,Waylon Jones,,1983,Bad,243.8,358.3,Red,No Hair
Killer Croc-2,Killer Croc,Waylon Jones,Average,25,14,20,30,40,DC Comics,DCEU - DC Extended Universe,,,,Neutral,188.0,120.2,Brown,No Hair
Killer Croc-3,Killer Croc,Steven,Average,10,7,15,15,35,DC Comics,Arrowverse - DC Television Universe,,,,,,,,
Killer Croc-4,Killer Croc,,Average,55,6,13,35,40,DC Comics,DCAU - DC Animated Universe,,,,Bad,,,,
Killer Frost,Killer Frost,Caitlin Snow,Good,1,17,20,50,25,DC Comics,New Earth - Post-Crisis,,,,Bad,162.6,54.4,Blue,Blond
Killer Frost-1,Killer Frost,Louise Lincoln,Average,6,30,12,8,19,DC Comics,New Earth - Post-Crisis,Louise Lincoln,,,Bad,160.0,47.6,Blue,Blue
Killer Frost-2,Killer Frost,Crystal Frost,Low,0,0,0,0,0,DC Comics,New Earth - Post-Crisis,Crystal Frost,,,Good,162.6,55.8,Blue,Blue
Killer Frost-3,Killer Frost,Louise Lincoln,Average,6,30,14,40,70,DC Comics,Arkhamverse - Arkham Series,Louise Lincoln,,,Bad,160.0,48.0,Blue,Blue
Killer Frost-4,Killer Frost,Caitlin Snow,Good,25,25,10,30,40,DC Comics,DCUAOM - DC Universe Animated Original Movies,,,,Bad,,,Blue,White
Killer Moth,Killer Moth,Drury Walker,Average,1,50,17,15,50,DC Comics,New Earth - Post-Crisis,,,1951,Bad,,,,
Killer Moth-1,Killer Moth,,Moderate,50,25,35,40,10,DC Comics,Earth 96 - DC Superhero Girls (2019- Tv Show),,,,Bad,,,,
Killian,Killian,Aldrich Killian,Good,13,20,20,40,70,Marvel Comics,MCU - Marvel Cinematic Universe,Aldrich Killian,,,Bad,177.8,79.8,Blue,Blond
Killian-1,Killian,Aldrich Killian,High,1,25,20,30,30,Marvel Comics,Earth-616 - Prime Marvel Universe,,,,Bad,,,Brown,Brown
Killmonger,Killmonger,Erik Killmonger,Good,25,20,30,30,95,Marvel Comics,MCU - Marvel Cinematic Universe,"N'Jadaka (birth Name), Erik Stevens (legal Name)","Oakland, California",2018,Bad,182.9,83.9,Brown,Black
Killmonger (What If...?),Killmonger (What If...?),Erik Stevens,Average,25,19,15,20,100,Marvel Comics,MCU - Marvel Cinematic Universe,,Wakanda,,Bad,,,,Black
Killow,Killow,Killow,Low,0,0,0,0,0,,Ninjago - Ninjago,Killow,Ninjago,,Bad,188.0,150.1,Black,No Hair
Killua,Killua,Killua Zoldyck,Good,30,50,25,65,80,Shueisha,HXH - Hunter X Hunter Verse,,,,Good,158.0,45.0,Blue,Silver
Kilowog,Kilowog,Kilowog,Average,75,80,70,80,55,DC Comics,Earth 96 - DC Superhero Girls (2019- Tv Show),,,,Good,,,Green,No Hair
Kim Bauer,Kim Bauer,Kim Bauer,Average,1,6,10,0,40,,24 - 24,Kimberly Bauer,,,Good,,,Hazel,Blond
Kim Crawford,Kim Crawford,Kim Crawford,Good,11,6,10,20,90,Disney,KI - Kickin' It,Kimberly Beulah Crawford,Seaford,,Good,162.6,,Brown,Blond
Kim Possible,Kim Possible,Kim Possible,Good,5,20,15,14,85,Disney,KP - Kim Possible,Kimberly Ann Possible,,,Good,162.6,,Green,Red
Kimahri,Kimahri,Kimahri Ronso,Low,0,0,0,0,0,Square Enix,FF X - Final Fantasy X,,Mt. Gagazet,,Good,204.0,,Yellow,Grey
Kimi Nishio,Kimi Nishio,,Low,0,0,0,0,0,Shueisha,Tokyo Ghoul - Tokyo Ghoul Verse,,,,Good,163.0,50.0,Brown,Brown
Kimimaro,Kimimaro,Kaguya Kimimaro,Low,0,0,0,0,0,Shueisha,"Naruto - Naruto, shippuden, Boruto",Kaguya Kimimaro,,,Bad,165.1,49.9,Green,White
Kimmy,Kimmy,,High,25,25,15,50,75,,ML - Mobile Legends Universe,,Land of Down: Moniyan Empire,2016,Good,,,,
Kimura,Kimura,Kimura,Average,25,25,100,50,80,Marvel Comics,Earth-616 - Prime Marvel Universe,,,,Bad,175.3,49.4,Green,Black
Kind Man,Kind Man,,Good,1,7,15,30,5,SCP Foundation,SCP - SCP Foundation,,,,Good,,,,
Kindred,Kindred,Sarah Stacy,Good,30,100,70,80,70,Marvel Comics,Earth-616 - Prime Marvel Universe,Sarah Stacy,,2018,Bad,,,No eyes,No Hair
Kindred-1,Kindred,Gabriel Stacy,Average,30,100,70,80,60,Marvel Comics,Earth-616 - Prime Marvel Universe,Gabriel Stacy,,2018,Bad,,,No eyes,No Hair
Kineshi Hairo,Kineshi Hairo,灰呂 杵志,Good,25,20,25,10,30,Shueisha,Saiki Kusuo No Psi-nan - The Disastrous Life of Saiki K.,,"Unknown, presumably the same place Saiki Kusou No Psinan is set.",,Good,171.0,58.0,Brown,Red
King,King,Fairy King Harlequin,Low,0,0,0,0,0,Kodansha,SDS - Seven Deadly Sins,Fairy King Harlequin,,,Good,160.0,48.1,Amber,Brown
King-1,King,,Average,1,5,10,45,15,Disney,OHV - The Owl House Verse,,,,,,,,
King And Queen Of Enoch,King And Queen Of Enoch,King And Queen Of Enoch,High,100,100,100,100,100,,WOD - World of Darkness,,,,,,,,
King Anumaril,King Anumaril,King Anumaril,High,100,100,100,100,100,,TES - The Elder Scrolls Verse,,,,,,,,
King Arthur,King Arthur,Arthur Pendragon,Average,100,50,40,75,75,Kodansha,SDS - Seven Deadly Sins,,,,Good,170.0,64.0,Violet,Auburn
King Bob-omb,King Bob-omb,,Average,100,100,85,70,40,Nintendo,Mario - Mario,,,,Bad,,,White,No Hair
King Boo,King Boo,,Average,1,75,90,80,20,Nintendo,Mario - Mario,,,,Bad,,,Pink,No Hair
King Bradley,King Bradley,,Average,25,40,14,65,100,Square Enix,FMA - Fullmetal Alchemist Verse,,,,,,,Black,Black
King Caesar (Millennium),King Caesar (Millennium),Kingu Shīsā,Average,75,25,40,50,60,IDW Publishing,Toho - Toho Expanded Universe,,,2004,Neutral,10000.0,50000000.0,,Blond
King Caesar (Showa),King Caesar (Showa),Kingu Shīsā,Average,75,25,35,50,70,IDW Publishing,Toho - Toho Expanded Universe,,,1974,Good,5000.0,30000000.0,Yellow,Blond
King Chronos (Nether King),King Chronos (Nether King),Chronos,High,50,50,55,60,80,,MC - Minecraft,,,,,,,,
King Cobra,King Cobra,,Average,75,25,25,40,25,IDW Publishing,G:TS - Godzilla: The Series,,,,Neutral,10363.0,,Yellow,
King Cold,King Cold,,High,100,75,65,40,95,Shueisha,DB - Dragon Ball Verse,,,,Bad,,,Black,No Hair
King D-Mind (Kind D-Mind),King D-Mind (Kind D-Mind),,High,100,100,100,100,100,Nintendo,Kirby - Kirby Universe,Kind D-Mind,,,Bad,,,,
King Dedede,King Dedede,,Average,75,100,75,75,100,Nintendo,Kirby - Kirby Universe,,,,,,,,
King Ghidorah,King Ghidorah,Titanus Ghidorah,Average,100,25,55,80,50,Warner Brothers,MonsterVerse - MonsterVerse,,Outer Space,2019,Bad,15880.000000000002,141056000.0,,Gold
King Ghidorah (AniGoji),King Ghidorah (AniGoji),Ghidorah,High,100,80,100,100,50,IDW Publishing,Toho - Toho Expanded Universe,,,,Bad,2000000.0,,Gold,No Hair
King Ghidorah (GMK),King Ghidorah (GMK),Yamata No Orochi,Average,75,25,35,60,30,IDW Publishing,Toho - Toho Expanded Universe,,,,Good,4900.0,25000000.0,,
King Ghidorah (Heisei),King Ghidorah (Heisei),Ghidorah,Average,75,30,40,70,40,IDW Publishing,Toho - Toho Expanded Universe,,Lagos Island,,Bad,15000.0,70000000.0,Gold,Gold
King Ghidorah (Showa),King Ghidorah (Showa),Ghidorah,Average,75,25,45,70,40,IDW Publishing,Toho - Toho Expanded Universe,,,1964,Bad,10000.0,30000000.0,Red,Gold
King Guesra,King Guesra,Guesra,Moderate,75,20,30,50,40,,USU - Ultra Series Universe,,,,Neutral,6800.0,21000000.0,,
King Harrow,King Harrow,Harrow,Average,5,6,10,1,65,,DPU - Dragon Prince Universe,,Katolis,,Good,182.9,,Brown,Brown
King Hassan,King Hassan,King Hassan,High,100,100,100,100,100,Type-Moon,Nasuverse - Nasu universe,,,,,,,,
King Herod,King Herod,Herod Of Judea,Good,25,10,20,60,35,,Archieverse,,,,,,,,
King Hyperion,King Hyperion,Marcus Milton,Good,100,100,100,100,75,Marvel Comics,Earth-4023 - Earth-4023,,,2004,Good,193.0,213.2,Red,Red
King in Black,King in Black,Eddie Brock,High,100,100,100,100,80,Marvel Comics,Earth-616 - Prime Marvel Universe,,,,Good,,,,Blond
King Joe,King Joe,King Joe,Average,80,25,50,65,50,,USU - Ultra Series Universe,,Planet Pedan/Planet Exile,,Neutral,5500.0,480000000.0,,No Hair
King Killmonger (Destroyer Armour),King Killmonger (Destroyer Armour),Erik Killmonger,Good,100,25,100,90,60,Marvel Comics,,,"(Presumably) N'Jadaka Village, Wakanda",2021,Bad,,,Brown,Black
King Kong,King Kong,Titanus Kong,Average,100,25,40,70,70,Warner Brothers,MonsterVerse - MonsterVerse,,Skull Island,2017,Good,10300.0,158000000.0,Black,Brown / Black
King Kong-1,King Kong,King Kong,Average,25,25,14,20,40,Universal Studios,KK2005 - King Kong Movie 2005,,Skull Island,1933,Neutral,3048.0,2147480.0,Yellow,Black
King Kong (Showa),King Kong (Showa),Kong,Good,75,25,40,55,50,IDW Publishing,Toho - Toho Expanded Universe,,Faro Island/Mondo Island,1962,Neutral,4500.0,20500000.0,Black,Brown
King Lakitu,King Lakitu,,Average,1,100,80,90,1,Nintendo,Mario - Mario,,,,Bad,,,Black,No Hair
King Leonidas,King Leonidas,Leonidas,Good,15,15,10,10,90,,300C - 300 Comic,,,,,,,,
King Lizard,King Lizard,,Good,1,8,20,15,40,Amazon,Amazon Invincible - Amazon Invincible,,,,Bad,,,Grey,Blond
King Loki,King Loki,Loki Laufeyson,High,100,100,100,100,95,Marvel Comics,Earth-14412 - All-Black the Necroverse,,,,Bad,,,,
King Louie (2016),King Louie (2016),,Average,25,8,12,10,30,Disney,,,,2016,Bad,365.0,,,Brown
King Magnifico,King Magnifico,,Good,1,1,7,40,5,Disney,,,,,,,,,
King Mickey,King Mickey,Mickey,Good,100,100,60,100,80,Square Enix,Kingdom Hearts - Kingdom Hearts Universe,,,,Good,,,,
King Monkey,King Monkey,Kim Derision,Average,1,8,20,35,40,Disney,Miracuverse - The Miraculous Tales of Ladybug and Chat Noir Universe,,,,Good,,,Brown,Auburn
King Neptune,King Neptune,Neptune,High,100,100,100,100,70,Nickelodeon,,Neptune,,,Neutral,,,Black,
King Nereus,King Nereus,,Good,45,30,25,45,75,DC Comics,DCEU - DC Extended Universe,,,,Neutral,,,Blue,Blond
King Obould,King Obould,Obould Many Arrows,Good,20,25,90,75,100,,DAD - Dungeons and Dragons,,,,Bad,190.0,,,
King Of Red Lions,King Of Red Lions,,Average,25,25,20,10,10,Nintendo,Zelda - The Legend of Zelda Universe,Daphnes Nohansen Hyrule,Hyrule,,Good,,,,
King Of The Netherworld,King Of The Netherworld,,High,100,100,100,100,50,Shueisha,Yu-Gi-Oh! - Yu-Gi-Oh!,,,,Bad,,,Red,No Hair
King Of The Sulfur Rail (High Noon Gothic),King Of The Sulfur Rail (High Noon Gothic),The Mechanical Devil,Good,70,19,55,80,70,Riot Games,LoLAU - League of Legends Alternate Universes,,Hell,,Bad,,,,
King Orange,King Orange,,Good,25,25,20,20,85,,Beckerverse - Alan Becker,,,,Neutral,,,,
King Pig,King Pig,Smooth Cheeks,Average,45,25,45,35,60,IDW Publishing,ABIDW - Angry birds IDW,,,,Bad,,,Black,Green
King RedEye,King RedEye,,Average,55,20,35,35,20,Nintendo,SF - Star Fox Universe,,,,,,,,
King Rendor (Ender King),King Rendor (Ender King),Rendor,High,50,100,60,60,100,,MC - Minecraft,,,,,,,,
King Shark,King Shark,Nanaue,Average,75,65,55,60,40,DC Comics,New Earth - Post-Crisis,,Hawaii,,Bad,218.4,172.4,Black,No Hair
King Shark-1,King Shark,Shay Lamden,Average,30,25,35,40,55,,Arrowverse - DC Television Universe,Shay Lamden,Earth-2,,Good,304.8,272.2,Black,No Hair
King Shark-2,King Shark,Nanaue,Average,30,18,60,40,40,DC Comics,Injustice - Injustice (2013-2017 Games and Comics),Nanaue,,1994,Bad,218.5,172.0,Black,No Hair
King Shark-3,King Shark,Nanaue,Average,30,17,25,40,40,DC Comics,DCEU - DC Extended Universe,,,2021,Neutral,,,Black,No Hair
King Shark-4,King Shark,Nanaue,Good,45,14,20,30,45,,HQAU - Harley Quinn Animated Series,,,,,,,,
King Shark-5,King Shark,Nanaue,Low,0,0,0,0,0,DC Comics,Prime Earth - New 52,,,2011,Bad,218.5,172.0,Black,No Hair
King Silvergon,King Silvergon,Silvergon,Average,80,17,40,65,50,,USU - Ultra Series Universe,,,,,7000.0,79000000.0,,
